,Unnamed: 0,videoId,authorDisplayName,authorProfileImageUrl,authorChannelUrl,textOriginal,likeCount,publishedAt,polarity,subjectivity,language,NewsId,News_link,video_isdeleted (16/06/21),video_isdeleted (first_check),UUID_link
30,30,mZJ66ryFqaw,Joe Cope,https://yt3.ggpht.com/-uNFKe-W7k04/AAAAAAAAAAI/AAAAAAAAAAA/Ok-6FblAhM0/s28-c-k-no-mo-rj-c0xffffff/photo.jpg,http://www.youtube.com/channel/UCQA_quqijahd_NgyUeYunCQ,Interesting. Except that there's no evidence supporting the right/left brain theory; https://www.health.harvard.edu/blog/right-brainleft-brain-right-2017082512222,0,2017-11-06T05:34:13.000Z,0.375,0.375,en,harvard.edu,https://www.health.harvard.edu/blog/right-brainleft-brain-right-2017082512222,False,False,http://www.health.harvard.edu/blog/right-brainleft-brain-right-2017082512222
1558,1558,N76lx-4fN-g,Jack Kruse,https://yt3.ggpht.com/--2fdbravS04/AAAAAAAAAAI/AAAAAAAAAAA/XOJiX0k11Mc/s28-c-k-no-mo-rj-c0xffffff/photo.jpg,http://www.youtube.com/channel/UCVEWUpfgYHmzXQ5P_7njD5g,Now the data is updated further.  http://news.stanford.edu/news/2010/august/sun-082310.html,1,2017-06-25T02:44:59.000Z,0.0,0.5,en,stanford.edu,http://news.stanford.edu/news/2010/august/sun-082310.html,False,False,http://news.stanford.edu/news/2010/august/sun-082310.html
314,314,Cf02w60Whoc,Katiá,https://yt3.ggpht.com/-d5vCcbClZP4/AAAAAAAAAAI/AAAAAAAAAAA/zjI_bDlTFOY/s28-c-k-no-mo-rj-c0xffffff/photo.jpg,http://www.youtube.com/channel/UC99ixPAv4g5tGx85D5v3WaA,+Amber Rose http://www.eurekalert.org/pub_releases/2004-02/mp-alb020204.php this should teach you about thimerosal,0,2016-09-06T15:48:39.000Z,0.6,0.95,en,eurekalert,http://www.eurekalert.org/pub_releases/2004-02/mp-alb020204.php,True,False,http://www.eurekalert.org/pub_releases/2004-02/mp-alb020204.php
40,40,v36OO-vZTQk,Christoffer Öberg,https://yt3.ggpht.com/-TcMcP7pxg3I/AAAAAAAAAAI/AAAAAAAAAAA/kzqngpuTV9w/s28-c-k-no-mo-rj-c0xffffff/photo.jpg,http://www.youtube.com/channel/UCN5vItlMZjljIhTSYY0FgUg,"Basically what's so dangerous about ""True"" A.I is that it can just become better and better, smarter and smarter, until it eclipses any human ever lived by a magnitude, on it's own (it's already kinda happening https://www.technologyreview.com/s/603381/ai-software-learns-to-make-ai-software/ ). Combine that with the fact that we are replacing everyday tasks with machines more and more, for manufacturing and management (Heck, there's even robot lawyers now). So we better hope that they will become benevolent, and that they have severely restricted internet access",0,2017-10-21T13:10:56.000Z,0.265,0.575,en,technologyreview,https://www.technologyreview.com/s/603381/ai-software-learns-to-make-ai-software/,False,False,http://www.technologyreview.com/s/603381/ai-software-learns-to-make-ai-software/
1501,1501,3T6iGTvVgag,Royaleah,https://yt3.ggpht.com/-odE6l2gEuWw/AAAAAAAAAAI/AAAAAAAAAAA/lEuOMDPZigs/s28-c-k-no-mo-rj-c0xffffff/photo.jpg,http://www.youtube.com/channel/UC3XM3-_c-MfKyU5x0hJCe9g,"+euducationator We can get light to very low speeds, you just can't get it to go faster than light in a vacuum and that is what I was talking about as the speed of light.  Light gets slowed down by air, windows, water, etc, but we can get light to get close to the speed of light in vacuum pretty easy by removing as much as possible from its path.  We don't need a billion dollar ring to get light to 99% the speed of light in a vacuum. Here is one example of slowing light. http://www.news.harvard.edu/gazette/1999/02.18/light.html",1,2013-12-22T01:27:49.000Z,0.241339869281,0.577189542484,en,harvard.edu,http://www.news.harvard.edu/gazette/1999/02.18/light.html,False,False,http://www.news.harvard.edu/gazette/1999/02.18/light.html
1446,1446,Nw2SBvidnsY,RamenNoodlesGaming,https://yt3.ggpht.com/-Y3bBJxJEFPw/AAAAAAAAAAI/AAAAAAAAAAA/WrVN3j4kk6w/s28-c-k-no-mo-rj-c0xffffff/photo.jpg,http://www.youtube.com/channel/UC5WSY2ZRg74VEVEwLk5UUUw,"READ IT AND WEEP BIGOTS!    http://theconversation.com/african-scientists-recognise-that-diverse-sexuality-is-the-norm-43050  The Academy of Science in South Africa (ASSAf), in collaboration with the Uganda National Academy of Sciences, has just released a comprehensive “consensus report” on human sexual diversity.  This is a significant contribution in a continent in which gay relationships are criminalised in 38 out of 55 countries, four of which impose the death penalty.  The study used a panel of non-partisan volunteer experts to assess the considerable and often contradictory literature on biological, social and environmental factors in sexual diversity. It is one of the most clear-sighted evaluations that I have encountered, and it deserves to be taken very seriously in Africa and elsewhere.  A range of sexuality  The nub of the report is its conclusion that diversity in human sexuality is:  … a range of human variation, very little of which can justifiably be termed abnormal. The source of this variation has been contentious for decades, despite the accumulating evidence that nature (“born gay”) is overwhelmingly more significant than nurture (“lifestyle choice”).  The report has a large and readable section on biological factors in homosexuality, including neurohormone effects on the fetus, and “epigenetic” influence on the activity of genes by chemical modifications that can be modified by the environment and are transmitted to all the cells of the individual, and sometimes even between generations.  As the report summarises, family studies over decades show that gay men are more likely than average to have gay brothers, and lesbian women more likely to have lesbian sisters.  Many twin studies showing that identical twins are twice as likely as non-identical twins to be concordant (both straight or both gay) imply a clear genetic component, but the 70% concordance leaves room for considerable non-genetic effect. This is true whether or not the twins were raised together.  A 1993 report of a gay gene on the X chromosome has been recently confirmed by a larger study, with the addition of another one or two gay genes.  To me, the most compelling argument that homosexuality is just one end of a normal spectrum is its prediction by evolutionary theory, which I have explored in detail previously.  Knowing about the wide variety of sexual behaviours in the animal kingdom, we can understand human sexuality in a broader context than our own society. It would be truly remarkable if humans had evolved without strong selection for mate choice genes.  Mate choice is one of the most highly selected traits in any animal. Just ask a fruitfly, which devotes a large share of its genes to choosing and attracting a mate.  Not gay genes, but male-loving variants  As I wrote previously, I think there will turn out to be many – maybe hundreds – of gay genes. But these should be considered “male-loving” variants of mate choice genes. In a female, a male-loving variant will induce her to mate earlier and have more children, making up for her gay brother. Makes sense.  I was happy to see in the report a discussion of data showing that the female relatives of gay males have more children than average women, thus preventing the gay gene from extincting itself.  There is so far no evidence for a “female-loving” variant that induces the brothers of lesbians to have more children, but it would be surprising if there weren’t many of them too.  We know of many “sexually antagonistic” genetic variants like this, which have opposite effects on the “genetic fitness” (that is, numbers of children) of males and females.  So, everyone has a grand mixture of male- and female-loving variants. This explains why there is such a broad spectrum of mate preference among both males and females.  It’s a bit like height, in which there are variants of many genes (estimates of more than 1000) predisposing to tall or short stature. Everyone – males and females – has a mixture. Some males and some females will be either very short or very tall, but most will be somewhere in the middle.  In the same way, I propose that there is a distribution from the very male-loving to the very female-loving among both males and females. Gays and lesbian people simply represent one extremes at one end of this distribution. Hypersexualised heterosexual males and females represent the other end.  Perhaps even more importantly, the report rejects the concepts that homosexuality is learned from, or results from behaviour of parents or peers, that it can rub off on others, and that it can be “treated”.  The report concludes that:  Contemporary science increasingly recognises the wide range of natural variation in human sexuality, sexual orientations and gender identities. The report argues that it is important for countries to accept that sexual diversity is normal. There are severe consequences of persecuting and criminalising LGBTI, and not just directly for individuals and particular communities.  By persecuting, marginalising and criminalising whole sets of sexual behaviour, societies as a whole may quickly lose the public health battle against HIV-AIDS and other sexual health scourges, experience higher levels of social violence, and ignore other serious issues like violence against women and children.   Uganda’s Constitutional Court nullified an anti-homosexuality law in August 2014. Reuters/Edward Echwalu The politics of homosexuality and role of science academies  It could be said that ASSAf has gone way beyond its scientific limitations by summarising its findings as:  Sexual diversity has always been part of a normal society and there is no justification for attempts to eliminate people who are not heterosexual from society. Efforts should rather be focused on countering the stigmatisation that creates hostile and violent environments. Alternatively, this report may be criticised for not going far enough down the political path to removing criminal sanctions, stigma and persecution. However, every academy – including the Australian Academy of Science – must jealously guard its non-partisan reputation in order to be taken seriously.  ASSAf’s mandate is “to provide evidence-based science advice to government and other stakeholders on matters of critical national importance”. I believe ASSAf has done this. It is now up to other bodies to use the clearly stated scientific conclusions as a sharp-edged weapon to dispel myths and repel bigots.  It is often said that it is ineffective to fight illogical fears and hatreds with facts and logic, and it is sadly true that common sense and respect for data don’t always win out – think climate change and vaccination. But academies of science would risk their reputations, and mortgage their influence with governments of any persuasion, were they to go down the track of fighting irrational fear with emotive appeals.    http://www.firstpeople.us/articles/the-two-spirit-people-of-indigenous-north-americans.html   Native Americans have often held intersex, androgynous people, feminine males and masculine females in high respect. The most common term to define such persons today is to refer to them as ""two-spirit"" people, but in the past feminine males were sometimes referred to as ""berdache"" by early French explorers in North America, who adapted a Persian word ""bardaj"", meaning an intimate male friend. Because these androgynous males were commonly married to a masculine man, or had sex with men, and the masculine females had feminine women as wives, the term berdache had a clear homosexual connotation. Both the Spanish settlers in Latin America and the English colonists in North America condemned them as ""sodomites"".  We-Wa, a Zuni Two Spirit.Rather than emphasising the homosexuality of these persons, however, many Native Americans focused on their spiritual gifts. American Indian traditionalists, even today, tend to see a person's basic character as a reflection of their spirit. Since everything that exists is thought to come from the spirit world, androgynous or transgender persons are seen as doubly blessed, having both the spirit of a man and the spirit of a woman. Thus, they are honoured for having two spirits, and are seen as more spiritually gifted than the typical masculine male or feminine female.  Therefore, many Native American religions, rather than stigmatising such persons, often looked to them as religious leaders and teachers. Quite similar religious traditions existed among the native peoples of Siberia and many parts of Central and southeast Asia. Since the ancestors of Native Americans migrated from Siberia over 20,000 years ago, and since reports of highly respected androgynous persons have been noted among indigenous Americans from Alaska to Chile, androgyny seems to be quite ancient among humans.  A Two Spirit.Rather than the physical body, Native Americans emphasised a person's ""spirit"", or character, as being most important. Instead of seeing two-spirit persons as transsexuals who try to make themselves into ""the opposite sex"", it is more accurate to understand them as individuals who take on a gender status that is different from both men and women. This alternative gender status offers a range of possibilities, from slightly effeminate males or masculine females, to androgynous or transgender persons, to those who completely cross-dress and act as the other gender. The emphasis of Native Americans is not to force every person into one box, but to allow for the reality of diversity in gender and sexual identities.  Most of the evidence for respectful two-spirit traditions is focused on the native peoples of the Plains, the Great Lakes, the Southwest, and California. With over a thousand vastly different cultural and linguistic backgrounds, it is important not to overgeneralise for the indigenous peoples of North America. Some documentary sources suggest that a minority of societies treated two-spirit persons disrespectfully, by kidding them or discouraging children from taking on a two-spirit role. However, many of the documents that report negative reactions are themselves suspect, and should be evaluated critically in light of the preponderance of evidence that suggests a respectful attitude. Some European commentators, from early frontier explorers to modern anthropologists, also were influenced by their own homophobic prejudices to distort native attitudes.  Another photograph of We-Wa, a Zuni two-spirit, weaving. Two-spirit people were respected by native societies not only due to religious attitudes, but also because of practical concerns. Because their gender roles involved a mixture of both masculine and feminine traits, two-spirit persons could do both the work of men and of women. They were often considered to be hard workers and artistically gifted, of great value to their extended families and community. Among some groups, such as the Navajo, a family was believed to be economically benefited by having a ""nadleh"" (literally translated as ""one who is transformed"") androgynous person as a relative. Two-spirit persons assisted their siblings' children and took care of elderly relatives, and often served as adoptive parents for homeless children.  A Two Spirit known as We-Wa.A feminine male who preferred to do women's work (gathering wild plants or farming domestic plants) was logically expected to marry a masculine male, who did men's work (hunting and warfare). Because a family needed both plant foods and meat, a masculine female hunter, in turn, usually married a feminine female, to provide these complementary gender roles for economic survival. The gender-conforming spouse of two-spirit people did not see themselves as ""homosexual"" or as anything other than ""normal"".  In the 20th-century, as homophobic European Christian influences increased among many Native Americans, respect for same-sex love and for androgynous persons greatly declined. Two-spirit people were often forced, either by government officials, Christian missionaries or their own community, to conform to standard gender roles. Some, who could not conform, either went underground or committed suicide. With the imposition of Euro-American marriage laws, same-sex marriages between two-spirit people and their spouses were no longer legally recognised. But with the revitalisation of Native American ""red power"" cultural pride since the 60s, and the rise of gay and lesbian liberation movements at the same time, a new respect for androgyny started slowly re-emerging among American Indian people.  Because of this tradition of respect, in the 90s many gay and lesbian Native American activists in the United States and Canada rejected the French word berdache in favour of the term two-spirit people to describe themselves. Many non-American Indians have incorporated knowledge of Native American two-spirit traditions into their increasing acceptance of same-sex love, androgyny and transgender diversity. Native American same-sex marriages have been used as a model for legalising same-sex marriages, and the spiritual gifts of androgynous persons have started to become more recognised.   http://io9.com/gay-marriage-in-the-year-100-ad-951140108/953627434  Gay marriage sounds like an ultra-contemporary idea. But almost twenty years ago, a Catholic scholar at Yale shocked the world by publishing a book packed with evidence that same-sex marriages were sanctioned by the early Christian Church during an era commonly called the Dark Ages.  Illustration of Serge and Bacchus, in a same-sex union  John Boswell was a historian and religious Catholic who dedicated much of his scholarly life to studying the late Roman Empire and early Christian Church. Poring over legal and church documents from this era, he discovered something incredible. There were dozens of records of church ceremonies where two men were joined in unions that used the same rituals as heterosexual marriages. (He found almost no records of lesbian unions, which is probably an artifact of a culture which kept more records about the lives of men generally.)  Bolstered by this evidence, Boswell published a book in 1994, the year before his death from AIDS, called Same-Sex Unions in Pre-Modern Europe. The book comes out next month for the first time in a digital edition. It was an instant lightening rod for controversy, drawing criticism from both the Catholic Church and sex pundit Camille Paglia. Given the Church's present-day views on gay marriage, these detractors argued, Boswell's history seemed like wishful thinking.     But it wasn't. Boswell had actually begun his research back in the 1970s, and published an equally controversial work in 1980 called Christianity, Social Tolerance, and Homosexuality: Gay People in Western Europe from the Beginning of the Christian Era to the Fourteenth Century. His Same-Sex Unions book refined and expanded a lot of what he'd learned over a lifetime of research into primary sources in scattered libraries and archives.    How could these marriages have been forgotten by history? One easy answer is that — as Boswell argues — the Church reframed the idea of marriage in the 13th century to be for the purposes of procreation. And this slammed the door on gay marriage. Church scholars and officials worked hard to suppress the history of these marriages in order to justify their new definition.  Of course, history is more complicated than that. Boswell claims that part of the problem is that we define marriage so differently today that it's almost impossible for historians to recognize 1800-year-old gay marriage documents when they see them. Often, these documents refer to uniting ""brothers,"" which at the time would have been a way of describing same-sex partners whose lifestyles were tolerated in Rome. Also, marriages over a millennium ago were not based on procreation, but wealth-sharing. So ""marriage"" sometimes meant a non-sexual union of two people's or families' wealth. Boswell admits that some of the documents he found may refer simply to non-sexual joining of two men's fortunes — but many also referred to what today we would call gay marriage.  Gay marriage in the year 100 AD Legal scholar Richard Ante wrote a law journal article explaining that Boswell's book could even be used as evidence for the legality of gay marriage, since it shows evidence that definitions of marriage have changed over time. He describes some of Boswell's evidence of these same-sex rites in the early first millennium:  The burial rite given for Achilles and Patroclus, both men, was the burial rite for a man and his wife. The relationships of Hadrian and Antinous, of Polyeuct and Nearchos, of Perpetua and Felicitas, and of Saints Serge and Bacchus, all bore resemblance to heterosexual marriages of their times. The iconography of Serge and Bacchus was even used in same-sex nuptial ceremonies by the early Christian Church. The main piece of evidence that these same-sex unions were marriages is that they so closely resembled heterosexual ceremonies. Literary scholar Bruce Holsinger describes Boswell's detailed stories of same-sex ceremonies:  [Boswell] cleverly posits the development of heterosexual and same-sex nuptial offices as a single phenomenon, tracking the growth of the latter from ""merely a set of prayers "" in the earlier Middle Ages to its flowering as a ""full office"" by the twelfth century that involved ""the burning of candles, the placing of the two parties' hands on the Gospel, the joining of their right hands, the binding of their hands . . . with the priest's stole, an introductory litany crowning, the Lord's Prayer, Communion, a kiss, and sometimes circling around the altar."" Boswell devotes a full chapter to comparing these rituals with their heterosexual counterparts, revealing a number of extraordinary similarities between the two; in several appendixes totaling almost 100 pages, he has compiled numerous examples of the documents themselves (including heterosexual matrimony ceremonies and adoption rituals for comparison) to let ""readers . . . judge for themselves,"" as he puts it. (Boswell translates most of the ceremonies, so general readers won't have to worry about brushing up on their Old Church Slavonic.) Were these same-sex unions in the middle ages the same thing as today's gay marriages? Probably not. People at the time may not have viewed two men forming a union as anything out of the ordinary. Marriage itself meant something different thousands of years ago, and social taboos against homosexuality had not yet solidified. Still, in Boswell's work, we find records of institutions where same-sex couples were honored with the same ceremonies that opposite-sex couples enjoyed. Two men could live as ""brothers,"" sharing wealth, home, and family. And yes, they could love each other, too.  Though Boswell died before his country began to allow similar kinds of unions, he could draw hope from knowing something that most people did not. Even the most fundamental kinds of human relationships change over time. Those who have been banished today may be blessed tomorrow — just as they were over a thousand years ago.",1,2015-06-23T22:53:42.000Z,0.156675569942,0.427638173987,en,theconversation,http://theconversation.com/african-scientists-recognise-that-diverse-sexuality-is-the-norm-43050,False,False,http://theconversation.com/african-scientists-recognise-that-diverse-sexuality-is-the-norm-43050
246,246,Bbbxd4Tm0F4,Redcole111,https://yt3.ggpht.com/-Jj9Vnn5VgxY/AAAAAAAAAAI/AAAAAAAAAAA/FIsaVnp6Iro/s28-c-k-no-mo-rj-c0xffffff/photo.jpg,http://www.youtube.com/channel/UCBWlEVtMdNJUoRpnKIOxKJw,"Hey guys, check this out!  http://www.sciencealert.com/scientists-just-accidentally-discovered-a-process-that-turns-co2-directly-into-ethanol I think you might want to do a video on it.",0,2016-10-19T13:41:39.000Z,0.0,0.0,en,sciencealert,http://www.sciencealert.com/scientists-just-accidentally-discovered-a-process-that-turns-co2-directly-into-ethanol,False,False,http://www.sciencealert.com/scientists-just-accidentally-discovered-a-process-that-turns-co2-directly-into-ethanol
1357,1357,knIc7sxlz3M,SunnyWolf,https://yt3.ggpht.com/-0BrQMwR7NK4/AAAAAAAAAAI/AAAAAAAAAAA/EmNJ7cr1e6w/s28-c-k-no-mo-rj-c0xffffff/photo.jpg,http://www.youtube.com/channel/UCg-HVQd6EQZqo2rem6bnoqA,"+7Dimensi0ns hope you don't mind me shedding some light on the subject.  scientific thoeries by definition is something around the lines of an explanation of the world that have been show to be correct.  ""A scientific theory summarizes a hypothesis or group of hypotheses that have been supported with repeated testing. If enough evidence accumulates to support a hypothesis, it moves to the next step—known as a theory—in the scientific method and becomes accepted as a valid explanation of a phenomenon."" - live science  http://www.livescience.com/21491-what-is-a-scientific-theory-definition-of-theory.html  ""a theory that explains scientific observations"" - the free dictionary  http://www.thefreedictionary.com/scientific+theory  so in regards of how life started we know the process.",0,2015-02-18T05:51:38.000Z,0.128282828283,0.472222222222,en,livescience,http://www.livescience.com/21491-what-is-a-scientific-theory-definition-of-theory.html,False,False,http://www.livescience.com/21491-what-is-a-scientific-theory-definition-of-theory.html
482,482,CM1u29BeqC0,Carla Jean Lauter,https://yt3.ggpht.com/--aarC7uNeFA/AAAAAAAAAAI/AAAAAAAAAAA/IGRDEZ0SfTY/s28-c-k-no-mo-rj-c0xffffff/photo.jpg,http://www.youtube.com/channel/UC0J7DageERUqehxdleM0R2A,The GEOTRACES project is tracking the fate of all that lead that was put into the air during the use of Unleaded gasoline - check out this Science Magazine article for a really cool animation of the data. http://news.sciencemag.org/chemistry/2014/02/3d-maps-reveal-lead-laced-ocean,0,2015-08-11T01:41:31.000Z,0.35,0.65,en,sciencemag,http://news.sciencemag.org/chemistry/2014/02/3d-maps-reveal-lead-laced-ocean,False,False,http://news.sciencemag.org/chemistry/2014/02/3d-maps-reveal-lead-laced-ocean
890,890,5yvq1qLkwmk,Rogeria Souza,https://yt3.ggpht.com/-uj0ZiA6Qt6o/AAAAAAAAAAI/AAAAAAAAAAA/kBiFLP8jut0/s28-c-k-no-mo-rj-c0xffffff/photo.jpg,http://www.youtube.com/channel/UC28RGuWpZAYhGtUYYNioijQ,Essa aqui parece que vai ser uma boa briga: http://hypescience.com/este-estudo-cientifico-amplamente-citado-parece-ter-sido-falsificado/?utm_source=feedburner&utm_medium=email&utm_campaign=Feed%3A+feedburner%2Fxgpv+%28HypeScience%29,2,2017-05-04T15:39:25.000Z,0.0,0.0,pt,hypescience,http://hypescience.com/este-estudo-cientifico-amplamente-citado-parece-ter-sido-falsificado/?utm_source=feedburner&utm_medium=email&utm_campaign=Feed%3A+feedburner%2Fxgpv+%28HypeScience%29,False,False,http://hypescience.com/este-estudo-cientifico-amplamente-citado-parece-ter-sido-falsificado/?utm_source=feedburner&utm_medium=email&utm_campaign=Feed%3A+feedburner%2Fxgpv+%28HypeScience%29
967,967,8dW6K6D-ZMw,Amloii,https://yt3.ggpht.com/-f8LPTLSF0XY/AAAAAAAAAAI/AAAAAAAAAAA/mSf9-r1fPN0/s28-c-k-no-mo-rj-c0xffffff/photo.jpg,http://www.youtube.com/channel/UCB1q-rv8iSBZqe1uERn-jlw,"¡Me alegro que te gustara el video! Gracias por tu apoyo No ha salido paper oficial del descubrimiento, supongo que porque aún están tratando de encontrar alguna neurona más. Nature se hace eco de la noticia: http://www.nature.com/news/a-giant-neuron-found-wrapped-around-entire-mouse-brain-1.21539 Y en la descripción puedes ver algunas noticias también sacadas de esa nota de prensa.  Para simulación neuronal depende mucho de exactamente en qué trabajes. Si eres hábil con la informática la gente genera rutinas en matlab o python. Si no eres hábil, hay gente que usa un programa llamado Neuron (https://www.neuron.yale.edu/neuron/) Aunque a mucha gente le parece algo opaco y desesperante. Si quieres un mix entre fácil y difícil usa la combinación de Python y Neuron (http://neuron.yale.edu/neuron/static/docs/neuronpython/firststeps.html)  ¡Espero que te sea útil!",1,2017-03-15T22:34:45.000Z,0.0,0.0,es,nature_news,http://www.nature.com/news/a-giant-neuron-found-wrapped-around-entire-mouse-brain-1.21539,False,False,http://www.nature.com/news/a-giant-neuron-found-wrapped-around-entire-mouse-brain-1.21539
1108,1108,ALpMiHirdXs,#Civil Disturbia,https://yt3.ggpht.com/-c7pBTwlPyvU/AAAAAAAAAAI/AAAAAAAAAAA/_KWeNRJwu2I/s28-c-k-no-mo-rj-c0xffffff/photo.jpg,http://www.youtube.com/channel/UCYs5bjmL0MYwaCX2yVQ4w7w,SOURCES: http://www.nature.com/ngeo/journal/v10/n1/full/ngeo2859.html  http://www.livescience.com/57259-earth-iron-core-jet-stream-discovered.html http://www.livescience.com/46291-ocean-hidden-beneath-earth-photos.html https://www.yahoo.com/news/jet-stream-molten-iron-liquid-065123940.html https://www.yahoo.com/news/molten-jet-stream-discovered-deep-163300331.html?ref=gs,0,2017-01-04T15:20:28.000Z,0.0,0.0,en,livescience,http://www.livescience.com/46291-ocean-hidden-beneath-earth-photos.html,False,False,http://www.livescience.com/46291-ocean-hidden-beneath-earth-photos.html
381,381,nabM5MGq_NY,Krzysztof Rusek,https://yt3.ggpht.com/-bYQzjiT_mF4/AAAAAAAAAAI/AAAAAAAAAAA/VxbSLSXrGVc/s28-c-k-no-mo-rj-c0xffffff/photo.jpg,http://www.youtube.com/channel/UCJUQ1P8xm3-Cv7ECLOpYwkQ,"Some more truth about solar panels - mostly omitted by ""ecofreaks"" http://news.nationalgeographic.com/news/energy/2014/11/141111-solar-panel-manufacturing-sustainability-ranking/ More solar panels = more toxic waste",0,2016-06-24T09:22:44.000Z,0.36,0.4,en,nationalgeographic,http://news.nationalgeographic.com/news/energy/2014/11/141111-solar-panel-manufacturing-sustainability-ranking/,False,False,http://news.nationalgeographic.com/news/energy/2014/11/141111-solar-panel-manufacturing-sustainability-ranking/
874,874,w9aFF_38G-k,Eric Pereira,https://yt3.ggpht.com/-PHrGECo55i4/AAAAAAAAAAI/AAAAAAAAAAA/Xrv57Ad_g8c/s28-c-k-no-mo-rj-c0xffffff/photo.jpg,http://www.youtube.com/channel/UCPyG8iARBkGijSdxPDPKAjQ,"Nobre Slow, parabéns pelo excelente vídeo. Mas se me permite adicionar uma controvérsia extra, acho q ta em aberto uma questão fascinante sobre um possível migração de polinésios por dentro da America do Sul até se estabelecerem no Brasil. Em 2014 realizaram um estudo genético num grupo da tribo dos Botocudos, e encontram indivíduos com DNA majoritariamente polinésio. Saiu até na Nature. Resta descobrir agora se são de fato uma onda migratória natural da polinésia, ou se não são descendentes de polinésios comprados como escravos em diferentes ocasiões. Uma q compraram escravos de Madagascar, e outra q compraram da Ilha de Páscoa.  http://revistagalileu.globo.com/Ciencia/Biologia/noticia/2014/10/pesquisa-genetica-revela-que-dna-de-indios-botocudos-e-da-polinesia.html  http://www.nature.com/news/dna-study-links-indigenous-brazilians-to-polynesians-1.12710",1,2017-05-12T22:47:44.000Z,-0.06666666666669999,0.3,pt,nature_news,http://www.nature.com/news/dna-study-links-indigenous-brazilians-to-polynesians-1.12710,False,False,http://www.nature.com/news/dna-study-links-indigenous-brazilians-to-polynesians-1.12710
1348,1348,Rzxr9FeZf1g,Nolan Thiessen,https://yt3.ggpht.com/-eNsed3zAj04/AAAAAAAAAAI/AAAAAAAAAAA/lG5Q4cQrvik/s28-c-k-no-mo-rj-c0xffffff/photo.jpg,http://www.youtube.com/channel/UCRM7We8N9I2tMAC7VQqCN1g,Italian courts have also charged seismologists with manslaughter after not predicting an earthquake. It seems the Italian courts don't really care enough about science to even try. http://www.nature.com/news/italian-court-finds-seismologists-guilty-of-manslaughter-1.11640,2,2015-02-19T21:39:40.000Z,0.05,0.175,en,nature_news,http://www.nature.com/news/italian-court-finds-seismologists-guilty-of-manslaughter-1.11640,False,False,http://www.nature.com/news/italian-court-finds-seismologists-guilty-of-manslaughter-1.11640
